date,country,market,category,commodity,unit,currency,pricetype,price,usdprice,latitude,longitude
2025-02-01,Uganda,Mbarara,cereals and tubers,Millet,KG,UGX,Retail,3157.13,0.8533,-0.3725,31.1269
2025-03-01,Uganda,Mbarara,cereals and tubers,Millet,KG,UGX,Retail,2786.81,0.7532,2.7679,30.6083
2025-04-01,Uganda,Mbarara,cereals and tubers,Millet,KG,UGX,Retail,2768.18,0.7482,-0.5793,32.8366
2025-05-01,Uganda,Mbarara,cereals and tubers,Millet,KG,UGX,Retail,2994.57,0.8093,3.2453,33.0986
2025-06-01,Uganda,Mbarara,cereals and tubers,Millet,KG,UGX,Retail,3204.34,0.866,-0.735,29.6522
2025-07-01,Uganda,Mbarara,cereals and tubers,Millet,KG,UGX,Retail,3502.91,0.9467,-0.9897,31.5319
2025-08-01,Uganda,Mbarara,cereals and tubers,Millet,KG,UGX,Retail,4009.96,1.0838,3.7232,34.3523
2025-09-01,Uganda,Mbarara,cereals and tubers,Millet,KG,UGX,Retail,4286.44,1.1585,2.5695,30.432
2025-10-01,Uganda,Mbarara,cereals and tubers,Millet,KG,UGX,Retail,4173.35,1.1279,2.2272,33.0682
2025-11-01,Uganda,Mbarara,cereals and tubers,Millet,KG,UGX,Retail,3885.41,1.0501,-0.1324,31.2965
2025-12-01,Uganda,Mbarara,cereals and tubers,Millet,KG,UGX,Retail,3543.48,0.9577,1.9381,34.7614
2026-01-01,Uganda,Mbarara,cereals and tubers,Millet,KG,UGX,Retail,3272.87,0.8846,2.6676,33.9578
2026-02-01,Uganda,Mbarara,cereals and tubers,Millet,KG,UGX,Retail,3447.73,0.9318,2.2228,32.2034
2026-03-01,Uganda,Mbarara,cereals and tubers,Millet,KG,UGX,Retail,3679.88,0.9946,-1.281,34.4936
2026-04-01,Uganda,Mbarara,cereals and tubers,Millet,KG,UGX,Retail,4183.2,1.1306,-1.4802,30.7491
2026-05-01,Uganda,Mbarara,cereals and tubers,Millet,KG,UGX,Retail,4780.38,1.292,2.9534,32.8296
2026-06-01,Uganda,Mbarara,cereals and tubers,Millet,KG,UGX,Retail,5216.99,1.41,3.1396,31.5088
2026-07-01,Uganda,Mbarara,cereals and tubers,Millet,KG,UGX,Retail,5537.26,1.4966,0.7076,32.4155
2018-01-01,Uganda,Jinja,cereals and tubers,Maize,KG,UGX,Retail,1040.46,0.2812,0.0651,31.8926
2018-02-01,Uganda,Jinja,cereals and tubers,Maize,KG,UGX,Retail,973.47,0.2631,1.3665,34.5485
2018-03-01,Uganda,Jinja,cereals and tubers,Maize,KG,UGX,Retail,952.59,0.2575,2.8823,31.1854
2018-04-01,Uganda,Jinja,cereals and tubers,Maize,KG,UGX,Retail,990.85,0.2678,0.0066,29.7056
2018-05-01,Uganda,Jinja,cereals and tubers,Maize,KG,UGX,Retail,1079.12,0.2917,-1.3766,34.7141
2018-06-01,Uganda,Jinja,cereals and tubers,Maize,KG,UGX,Retail,1176.41,0.3179,3.624,33.6164
2018-07-01,Uganda,Jinja,cereals and tubers,Maize,KG,UGX,Retail,1402.84,0.3791,1.363,33.1735
2018-08-01,Uganda,Jinja,cereals and tubers,Maize,KG,UGX,Retail,1464.04,0.3957,1.3588,33.5549
2018-09-01,Uganda,Jinja,cereals and tubers,Maize,KG,UGX,Retail,1462.2,0.3952,1.0296,32.4757
2018-10-01,Uganda,Jinja,cereals and tubers,Maize,KG,UGX,Retail,1223.96,0.3308,3.9974,34.1807
2018-11-01,Uganda,Jinja,cereals and tubers,Maize,KG,UGX,Retail,1145.06,0.3095,1.8268,32.8572
2018-12-01,Uganda,Jinja,cereals and tubers,Maize,KG,UGX,Retail,1044.85,0.2824,-1.1616,33.3708
2019-01-01,Uganda,Jinja,cereals and tubers,Maize,KG,UGX,Retail,990.92,0.2678,1.4211,34.3001
2019-02-01,Uganda,Jinja,cereals and tubers,Maize,KG,UGX,Retail,922.05,0.2492,0.5672,29.7063
2019-03-01,Uganda,Jinja,cereals and tubers,Maize,KG,UGX,Retail,983.78,0.2659,0.5053,32.0954
2019-04-01,Uganda,Jinja,cereals and tubers,Maize,KG,UGX,Retail,1026.61,0.2775,-0.4208,30.8431
2019-05-01,Uganda,Jinja,cereals and tubers,Maize,KG,UGX,Retail,1174.83,0.3175,2.8963,31.6679
2019-06-01,Uganda,Jinja,cereals and tubers,Maize,KG,UGX,Retail,1357.42,0.3669,-0.8678,30.0705
2019-07-01,Uganda,Jinja,cereals and tubers,Maize,KG,UGX,Retail,1484.43,0.4012,-1.2404,31.4016
2019-08-01,Uganda,Jinja,cereals and tubers,Maize,KG,UGX,Retail,1681.31,0.4544,1.3928,34.0423
2019-09-01,Uganda,Jinja,cereals and tubers,Maize,KG,UGX,Retail,1696.48,0.4585,0.028,34.7114
2019-10-01,Uganda,Jinja,cereals and tubers,Maize,KG,UGX,Retail,1615.6,0.4366,2.1959,34.8711
2019-11-01,Uganda,Jinja,cereals and tubers,Maize,KG,UGX,Retail,1501.05,0.4057,0.2405,32.4725
2019-12-01,Uganda,Jinja,cereals and tubers,Maize,KG,UGX,Retail,1301.75,0.3518,-0.8595,29.6387
2020-01-01,Uganda,Jinja,cereals and tubers,Maize,KG,UGX,Retail,1178.15,0.3184,2.3263,31.211
2020-02-01,Uganda,Jinja,cereals and tubers,Maize,KG,UGX,Retail,1182.26,0.3195,2.3935,34.5655
2020-03-01,Uganda,Jinja,cereals and tubers,Maize,KG,UGX,Retail,1222.33,0.3304,0.3329,34.2129
2020-04-01,Uganda,Jinja,cereals and tubers,Maize,KG,UGX,Retail,1291.98,0.3492,3.71,31.183
2020-05-01,Uganda,Jinja,cereals and tubers,Maize,KG,UGX,Retail,1314.49,0.3553,1.008,31.1971
2020-06-01,Uganda,Jinja,cereals and tubers,Maize,KG,UGX,Retail,1477.07,0.3992,-1.2912,33.023
2020-07-01,Uganda,Jinja,cereals and tubers,Maize,KG,UGX,Retail,1609.02,0.4349,4.067,33.1107
2020-08-01,Uganda,Jinja,cereals and tubers,Maize,KG,UGX,Retail,1770.33,0.4785,-1.0687,31.5401
2020-09-01,Uganda,Jinja,cereals and tubers,Maize,KG,UGX,Retail,1774.45,0.4796,4.0927,34.4747
2020-10-01,Uganda,Jinja,cereals and tubers,Maize,KG,UGX,Retail,1622.42,0.4385,-1.3966,31.5816
2020-11-01,Uganda,Jinja,cereals and tubers,Maize,KG,UGX,Retail,1464.14,0.3957,-0.5852,33.8695
2020-12-01,Uganda,Jinja,cereals and tubers,Maize,KG,UGX,Retail,1252.14,0.3384,0.6511,30.3869
2021-01-01,Uganda,Jinja,cereals and tubers,Maize,KG,UGX,Retail,1207.85,0.3264,2.0225,31.9727
2021-02-01,Uganda,Jinja,cereals and tubers,Maize,KG,UGX,Retail,1286.89,0.3478,3.6627,34.0344
2021-03-01,Uganda,Jinja,cereals and tubers,Maize,KG,UGX,Retail,1261.22,0.3409,2.0123,34.395
2021-04-01,Uganda,Jinja,cereals and tubers,Maize,KG,UGX,Retail,1394.53,0.3769,2.5111,31.784
2021-05-01,Uganda,Jinja,cereals and tubers,Maize,KG,UGX,Retail,1613.75,0.4361,4.1895,34.9164
2021-06-01,Uganda,Jinja,cereals and tubers,Maize,KG,UGX,Retail,1800.36,0.4866,1.771,34.4455
2021-07-01,Uganda,Jinja,cereals and tubers,Maize,KG,UGX,Retail,1886.49,0.5099,2.9381,29.952
2021-08-01,Uganda,Jinja,cereals and tubers,Maize,KG,UGX,Retail,2062.29,0.5574,3.6104,33.7491
2021-09-01,Uganda,Jinja,cereals and tubers,Maize,KG,UGX,Retail,1940.47,0.5245,2.3072,31.8424
2021-10-01,Uganda,Jinja,cereals and tubers,Maize,KG,UGX,Retail,1822.02,0.4924,3.1109,31.1864
2021-11-01,Uganda,Jinja,cereals and tubers,Maize,KG,UGX,Retail,1743.08,0.4711,2.6394,34.1606
2021-12-01,Uganda,Jinja,cereals and tubers,Maize,KG,UGX,Retail,1475.66,0.3988,2.7288,30.175
2022-01-01,Uganda,Jinja,cereals and tubers,Maize,KG,UGX,Retail,1337.48,0.3615,0.8788,29.8982
2022-02-01,Uganda,Jinja,cereals and tubers,Maize,KG,UGX,Retail,1216.26,0.3287,3.6408,29.8642
2022-03-01,Uganda,Jinja,cereals and tubers,Maize,KG,UGX,Retail,1162.75,0.3143,1.4006,33.3906
2022-04-01,Uganda,Jinja,cereals and tubers,Maize,KG,UGX,Retail,1252.23,0.3384,1.7888,30.2282
2022-05-01,Uganda,Jinja,cereals and tubers,Maize,KG,UGX,Retail,1391.74,0.3761,1.3325,34.7259
2022-06-01,Uganda,Jinja,cereals and tubers,Maize,KG,UGX,Retail,1622.67,0.4386,0.6258,29.767
2022-07-01,Uganda,Jinja,cereals and tubers,Maize,KG,UGX,Retail,1830.28,0.4947,0.3648,33.4058
2022-08-01,Uganda,Jinja,cereals and tubers,Maize,KG,UGX,Retail,1896.04,0.5124,-0.0529,29.9444
2022-09-01,Uganda,Jinja,cereals and tubers,Maize,KG,UGX,Retail,1895.0,0.5122,0.3076,33.3814
2022-10-01,Uganda,Jinja,cereals and tubers,Maize,KG,UGX,Retail,1802.45,0.4871,1.5109,29.8193
2022-11-01,Uganda,Jinja,cereals and tubers,Maize,KG,UGX,Retail,1686.95,0.4559,2.842,33.8844
2022-12-01,Uganda,Jinja,cereals and tubers,Maize,KG,UGX,Retail,1507.12,0.4073,-0.6884,32.5756
2023-01-01,Uganda,Jinja,cereals and tubers,Maize,KG,UGX,Retail,1320.6,0.3569,4.1515,33.132
2023-02-01,Uganda,Jinja,cereals and tubers,Maize,KG,UGX,Retail,1191.84,0.3221,-0.6715,32.0347
2023-03-01,Uganda,Jinja,cereals and tubers,Maize,KG,UGX,Retail,1168.53,0.3158,0.5968,33.0155
2023-04-01,Uganda,Jinja,cereals and tubers,Maize,KG,UGX,Retail,1253.23,0.3387,4.154,30.5389
2023-05-01,Uganda,Jinja,cereals and tubers,Maize,KG,UGX,Retail,1413.56,0.382,0.789,32.1272
2023-06-01,Uganda,Jinja,cereals and tubers,Maize,KG,UGX,Retail,1578.3,0.4266,0.0126,34.8038
2023-07-01,Uganda,Jinja,cereals and tubers,Maize,KG,UGX,Retail,1737.39,0.4696,4.0456,34.9834
2023-08-01,Uganda,Jinja,cereals and tubers,Maize,KG,UGX,Retail,1762.97,0.4765,1.0746,34.194
2023-09-01,Uganda,Jinja,cereals and tubers,Maize,KG,UGX,Retail,1791.87,0.4843,3.2561,32.2853
2023-10-01,Uganda,Jinja,cereals and tubers,Maize,KG,UGX,Retail,1766.61,0.4775,0.6321,31.5906
2023-11-01,Uganda,Jinja,cereals and tubers,Maize,KG,UGX,Retail,1589.29,0.4295,0.8276,30.8139
2023-12-01,Uganda,Jinja,cereals and tubers,Maize,KG,UGX,Retail,1291.15,0.349,1.8296,31.316
2024-01-01,Uganda,Jinja,cereals and tubers,Maize,KG,UGX,Retail,1123.91,0.3038,-0.8651,32.7193
2024-02-01,Uganda,Jinja,cereals and tubers,Maize,KG,UGX,Retail,1077.67,0.2913,1.511,32.5837
2024-03-01,Uganda,Jinja,cereals and tubers,Maize,KG,UGX,Retail,1078.11,0.2914,0.9363,32.3512
2024-04-01,Uganda,Jinja,cereals and tubers,Maize,KG,UGX,Retail,1172.63,0.3169,1.1392,31.6144
2024-05-01,Uganda,Jinja,cereals and tubers,Maize,KG,UGX,Retail,1324.95,0.3581,0.9785,33.8084
2024-06-01,Uganda,Jinja,cereals and tubers,Maize,KG,UGX,Retail,1458.22,0.3941,-0.1561,31.0779
2024-07-01,Uganda,Jinja,cereals and tubers,Maize,KG,UGX,Retail,1650.8,0.4462,1.5775,34.0868
2024-08-01,Uganda,Jinja,cereals and tubers,Maize,KG,UGX,Retail,1735.98,0.4692,0.9954,30.659
2024-09-01,Uganda,Jinja,cereals and tubers,Maize,KG,UGX,Retail,1869.2,0.5052,-1.1763,31.7558
2024-10-01,Uganda,Jinja,cereals and tubers,Maize,KG,UGX,Retail,2016.37,0.545,0.7411,30.2365
2024-11-01,Uganda,Jinja,cereals and tubers,Maize,KG,UGX,Retail,1802.42,0.4871,1.9202,30.421
2024-12-01,Uganda,Jinja,cereals and tubers,Maize,KG,UGX,Retail,1567.41,0.4236,0.9975,31.4057
2025-01-01,Uganda,Jinja,cereals and tubers,Maize,KG,UGX,Retail,1514.86,0.4094,3.193,31.742
2025-02-01,Uganda,Jinja,cereals and tubers,Maize,KG,UGX,Retail,1481.99,0.4005,1.01,30.0961
2025-03-01,Uganda,Jinja,cereals and tubers,Maize,KG,UGX,Retail,1537.5,0.4155,1.3938,32.0723
2025-04-01,Uganda,Jinja,cereals and tubers,Maize,KG,UGX,Retail,1695.82,0.4583,3.6919,33.8486
2025-05-01,Uganda,Jinja,cereals and tubers,Maize,KG,UGX,Retail,2013.86,0.5443,1.5863,33.0809
2025-06-01,Uganda,Jinja,cereals and tubers,Maize,KG,UGX,Retail,2312.31,0.6249,3.1275,34.227
2025-07-01,Uganda,Jinja,cereals and tubers,Maize,KG,UGX,Retail,2528.13,0.6833,3.6461,34.1832
2025-08-01,Uganda,Jinja,cereals and tubers,Maize,KG,UGX,Retail,2617.99,0.7076,3.6813,30.2504
2025-09-01,Uganda,Jinja,cereals and tubers,Maize,KG,UGX,Retail,2700.57,0.7299,0.4828,32.6534
2025-10-01,Uganda,Jinja,cereals and tubers,Maize,KG,UGX,Retail,2490.7,0.6732,3.8698,30.9754
2025-11-01,Uganda,Jinja,cereals and tubers,Maize,KG,UGX,Retail,2226.74,0.6018,2.1185,29.6209
2025-12-01,Uganda,Jinja,cereals and tubers,Maize,KG,UGX,Retail,2091.45,0.5653,0.6516,34.8798
2026-01-01,Uganda,Jinja,cereals and tubers,Maize,KG,UGX,Retail,1965.94,0.5313,-1.2024,30.1002
2026-02-01,Uganda,Jinja,cereals and tubers,Maize,KG,UGX,Retail,1953.32,0.5279,3.9299,33.2939
2026-03-01,Uganda,Jinja,cereals and tubers,Maize,KG,UGX,Retail,1879.86,0.5081,-0.3572,34.3177
2026-04-01,Uganda,Jinja,cereals and tubers,Maize,KG,UGX,Retail,1919.11,0.5187,2.5281,33.722
2026-05-01,Uganda,Jinja,cereals and tubers,Maize,KG,UGX,Retail,2091.87,0.5654,1.378,30.8041
2026-06-01,Uganda,Jinja,cereals and tubers,Maize,KG,UGX,Retail,2356.5,0.6369,4.0013,33.3429
2026-07-01,Uganda,Jinja,cereals and tubers,Maize,KG,UGX,Retail,2727.15,0.7371,1.5814,30.8908
2018-01-01,Uganda,Jinja,cereals and tubers,Beans,KG,UGX,Retail,3290.83,0.8894,1.3532,30.555
2018-02-01,Uganda,Jinja,cereals and tubers,Beans,KG,UGX,Retail,3229.52,0.8728,2.1186,33.5708
2018-03-01,Uganda,Jinja,cereals and tubers,Beans,KG,UGX,Retail,3550.59,0.9596,3.4932,31.6496
2018-04-01,Uganda,Jinja,cereals and tubers,Beans,KG,UGX,Retail,3711.12,1.003,-0.3878,33.9425
2018-05-01,Uganda,Jinja,cereals and tubers,Beans,KG,UGX,Retail,3804.64,1.0283,1.2554,30.8032
2018-06-01,Uganda,Jinja,cereals and tubers,Beans,KG,UGX,Retail,4467.05,1.2073,2.9519,31.4329
2018-07-01,Uganda,Jinja,cereals and tubers,Beans,KG,UGX,Retail,5148.61,1.3915,-1.3255,30.3179
2018-08-01,Uganda,Jinja,cereals and tubers,Beans,KG,UGX,Retail,5583.08,1.5089,2.498,30.9537
2018-09-01,Uganda,Jinja,cereals and tubers,Beans,KG,UGX,Retail,5705.68,1.5421,0.3148,32.5921
2018-10-01,Uganda,Jinja,cereals and tubers,Beans,KG,UGX,Retail,5316.05,1.4368,4.045,32.0608
2018-11-01,Uganda,Jinja,cereals and tubers,Beans,KG,UGX,Retail,4702.79,1.271,1.7948,31.3148
2018-12-01,Uganda,Jinja,cereals and tubers,Beans,KG,UGX,Retail,4156.01,1.1232,4.1309,30.717
2019-01-01,Uganda,Jinja,cereals and tubers,Beans,KG,UGX,Retail,3671.19,0.9922,-0.6645,33.9435
2019-02-01,Uganda,Jinja,cereals and tubers,Beans,KG,UGX,Retail,3622.36,0.979,4.0128,33.3043
2019-03-01,Uganda,Jinja,cereals and tubers,Beans,KG,UGX,Retail,3728.73,1.0078,2.4511,32.8596
2019-04-01,Uganda,Jinja,cereals and tubers,Beans,KG,UGX,Retail,4251.26,1.149,-0.0138,33.4813
2019-05-01,Uganda,Jinja,cereals and tubers,Beans,KG,UGX,Retail,4014.36,1.085,0.3651,34.3316
2019-06-01,Uganda,Jinja,cereals and tubers,Beans,KG,UGX,Retail,4510.11,1.2189,-1.1018,32.8393
2019-07-01,Uganda,Jinja,cereals and tubers,Beans,KG,UGX,Retail,4733.23,1.2793,0.077,32.3388
2019-08-01,Uganda,Jinja,cereals and tubers,Beans,KG,UGX,Retail,5107.77,1.3805,-0.2745,33.3972
2019-09-01,Uganda,Jinja,cereals and tubers,Beans,KG,UGX,Retail,4980.92,1.3462,3.2866,32.7387
2019-10-01,Uganda,Jinja,cereals and tubers,Beans,KG,UGX,Retail,4965.43,1.342,-0.0108,33.8772
2019-11-01,Uganda,Jinja,cereals and tubers,Beans,KG,UGX,Retail,4685.39,1.2663,-0.1193,34.1446
2019-12-01,Uganda,Jinja,cereals and tubers,Beans,KG,UGX,Retail,4405.67,1.1907,1.9934,29.8102
2020-01-01,Uganda,Jinja,cereals and tubers,Beans,KG,UGX,Retail,3978.51,1.0753,1.3498,33.6302
2020-02-01,Uganda,Jinja,cereals and tubers,Beans,KG,UGX,Retail,3522.5,0.952,-1.4014,30.5951
2020-03-01,Uganda,Jinja,cereals and tubers,Beans,KG,UGX,Retail,3473.75,0.9389,2.457,29.7805
2020-04-01,Uganda,Jinja,cereals and tubers,Beans,KG,UGX,Retail,3804.48,1.0282,-0.0105,30.0509
2020-05-01,Uganda,Jinja,cereals and tubers,Beans,KG,UGX,Retail,4069.19,1.0998,-0.7949,33.1004
2020-06-01,Uganda,Jinja,cereals and tubers,Beans,KG,UGX,Retail,4702.25,1.2709,4.0319,34.7214
2020-07-01,Uganda,Jinja,cereals and tubers,Beans,KG,UGX,Retail,5288.8,1.4294,-1.3324,31.3788
2020-08-01,Uganda,Jinja,cereals and tubers,Beans,KG,UGX,Retail,5851.5,1.5815,-1.1591,31.5424
2020-09-01,Uganda,Jinja,cereals and tubers,Beans,KG,UGX,Retail,5710.02,1.5432,-0.2497,33.4131
2020-10-01,Uganda,Jinja,cereals and tubers,Beans,KG,UGX,Retail,5578.46,1.5077,1.5523,34.5182
2020-11-01,Uganda,Jinja,cereals and tubers,Beans,KG,UGX,Retail,4421.86,1.1951,-0.6468,31.6706
2020-12-01,Uganda,Jinja,cereals and tubers,Beans,KG,UGX,Retail,3835.98,1.0368,1.8293,29.9998
2021-01-01,Uganda,Jinja,cereals and tubers,Beans,KG,UGX,Retail,3361.96,0.9086,0.2389,31.5385
2021-02-01,Uganda,Jinja,cereals and tubers,Beans,KG,UGX,Retail,3344.6,0.9039,3.8874,33.1785
2021-03-01,Uganda,Jinja,cereals and tubers,Beans,KG,UGX,Retail,3244.44,0.8769,-0.4307,32.9416
2021-04-01,Uganda,Jinja,cereals and tubers,Beans,KG,UGX,Retail,3655.23,0.9879,1.4014,31.5557
2021-05-01,Uganda,Jinja,cereals and tubers,Beans,KG,UGX,Retail,3795.74,1.0259,-0.6964,31.819
2021-06-01,Uganda,Jinja,cereals and tubers,Beans,KG,UGX,Retail,3836.57,1.0369,3.6327,34.8941
2021-07-01,Uganda,Jinja,cereals and tubers,Beans,KG,UGX,Retail,4216.17,1.1395,-1.2095,34.6207
2021-08-01,Uganda,Jinja,cereals and tubers,Beans,KG,UGX,Retail,4254.05,1.1497,2.2142,31.7291
2021-09-01,Uganda,Jinja,cereals and tubers,Beans,KG,UGX,Retail,4077.51,1.102,1.7827,34.1659
2021-10-01,Uganda,Jinja,cereals and tubers,Beans,KG,UGX,Retail,3669.01,0.9916,-0.4456,31.978
2021-11-01,Uganda,Jinja,cereals and tubers,Beans,KG,UGX,Retail,3304.63,0.8931,2.4493,31.1987
2021-12-01,Uganda,Jinja,cereals and tubers,Beans,KG,UGX,Retail,3009.89,0.8135,-1.101,30.5215
2022-01-01,Uganda,Jinja,cereals and tubers,Beans,KG,UGX,Retail,2379.41,0.6431,0.2423,30.7595
2022-02-01,Uganda,Jinja,cereals and tubers,Beans,KG,UGX,Retail,2321.08,0.6273,-0.2755,32.9634
2022-03-01,Uganda,Jinja,cereals and tubers,Beans,KG,UGX,Retail,2255.58,0.6096,0.5674,33.3146
2022-04-01,Uganda,Jinja,cereals and tubers,Beans,KG,UGX,Retail,2428.7,0.6564,1.9045,30.9549
2022-05-01,Uganda,Jinja,cereals and tubers,Beans,KG,UGX,Retail,2740.36,0.7406,0.8591,31.1496
2022-06-01,Uganda,Jinja,cereals and tubers,Beans,KG,UGX,Retail,3123.51,0.8442,2.2352,32.9153
2022-07-01,Uganda,Jinja,cereals and tubers,Beans,KG,UGX,Retail,3493.45,0.9442,-1.1663,34.1235
2022-08-01,Uganda,Jinja,cereals and tubers,Beans,KG,UGX,Retail,3816.16,1.0314,0.552,30.9843
2022-09-01,Uganda,Jinja,cereals and tubers,Beans,KG,UGX,Retail,3947.11,1.0668,3.8641,30.3663
2022-10-01,Uganda,Jinja,cereals and tubers,Beans,KG,UGX,Retail,3722.97,1.0062,2.4393,33.4348
2022-11-01,Uganda,Jinja,cereals and tubers,Beans,KG,UGX,Retail,3316.97,0.8965,3.1405,32.3556
2022-12-01,Uganda,Jinja,cereals and tubers,Beans,KG,UGX,Retail,2774.84,0.75,-1.0025,29.8313
2023-01-01,Uganda,Jinja,cereals and tubers,Beans,KG,UGX,Retail,2494.37,0.6742,-0.6449,32.4347
2023-02-01,Uganda,Jinja,cereals and tubers,Beans,KG,UGX,Retail,2337.41,0.6317,2.9456,34.4575
2023-03-01,Uganda,Jinja,cereals and tubers,Beans,KG,UGX,Retail,2221.19,0.6003,3.9626,34.4767
2023-04-01,Uganda,Jinja,cereals and tubers,Beans,KG,UGX,Retail,2440.33,0.6595,0.7706,34.4394
2023-05-01,Uganda,Jinja,cereals and tubers,Beans,KG,UGX,Retail,2649.53,0.7161,4.0452,33.7489
2023-06-01,Uganda,Jinja,cereals and tubers,Beans,KG,UGX,Retail,2925.79,0.7908,3.8862,34.7146
2023-07-01,Uganda,Jinja,cereals and tubers,Beans,KG,UGX,Retail,3156.83,0.8532,3.3865,32.6304
2023-08-01,Uganda,Jinja,cereals and tubers,Beans,KG,UGX,Retail,3216.48,0.8693,-0.9646,34.2654
2023-09-01,Uganda,Jinja,cereals and tubers,Beans,KG,UGX,Retail,3328.19,0.8995,0.4329,30.3308
2023-10-01,Uganda,Jinja,cereals and tubers,Beans,KG,UGX,Retail,2931.87,0.7924,-0.1762,34.7412
2023-11-01,Uganda,Jinja,cereals and tubers,Beans,KG,UGX,Retail,2477.43,0.6696,3.6171,31.1015
2023-12-01,Uganda,Jinja,cereals and tubers,Beans,KG,UGX,Retail,2235.54,0.6042,2.9212,33.3928
2024-01-01,Uganda,Jinja,cereals and tubers,Beans,KG,UGX,Retail,2235.92,0.6043,3.1475,34.1365
2024-02-01,Uganda,Jinja,cereals and tubers,Beans,KG,UGX,Retail,2250.3,0.6082,4.0058,33.4864
2024-03-01,Uganda,Jinja,cereals and tubers,Beans,KG,UGX,Retail,2317.68,0.6264,0.5601,29.6122
2024-04-01,Uganda,Jinja,cereals and tubers,Beans,KG,UGX,Retail,2595.65,0.7015,2.8543,33.4333
2024-05-01,Uganda,Jinja,cereals and tubers,Beans,KG,UGX,Retail,2730.69,0.738,2.0658,30.6546
2024-06-01,Uganda,Jinja,cereals and tubers,Beans,KG,UGX,Retail,3048.74,0.824,3.9002,31.8312
2024-07-01,Uganda,Jinja,cereals and tubers,Beans,KG,UGX,Retail,3737.71,1.0102,1.2765,31.6899
2024-08-01,Uganda,Jinja,cereals and tubers,Beans,KG,UGX,Retail,4097.63,1.1075,3.9841,32.7954
2024-09-01,Uganda,Jinja,cereals and tubers,Beans,KG,UGX,Retail,3853.46,1.0415,0.5796,32.649
2024-10-01,Uganda,Jinja,cereals and tubers,Beans,KG,UGX,Retail,3604.27,0.9741,-1.4938,34.2769
2024-11-01,Uganda,Jinja,cereals and tubers,Beans,KG,UGX,Retail,3219.52,0.8701,1.3049,30.0509
2024-12-01,Uganda,Jinja,cereals and tubers,Beans,KG,UGX,Retail,2993.26,0.809,-0.5291,31.8174
2025-01-01,Uganda,Jinja,cereals and tubers,Beans,KG,UGX,Retail,2497.35,0.675,1.1094,34.6282
2025-02-01,Uganda,Jinja,cereals and tubers,Beans,KG,UGX,Retail,2509.71,0.6783,2.5768,34.8812
2025-03-01,Uganda,Jinja,cereals and tubers,Beans,KG,UGX,Retail,2476.8,0.6694,2.4454,31.7234
2025-04-01,Uganda,Jinja,cereals and tubers,Beans,KG,UGX,Retail,2644.07,0.7146,3.6806,33.3965
2025-05-01,Uganda,Jinja,cereals and tubers,Beans,KG,UGX,Retail,2775.85,0.7502,1.8553,32.7165
2025-06-01,Uganda,Jinja,cereals and tubers,Beans,KG,UGX,Retail,3072.58,0.8304,2.5449,34.3625
2025-07-01,Uganda,Jinja,cereals and tubers,Beans,KG,UGX,Retail,3385.47,0.915,-0.1717,32.5382
2025-08-01,Uganda,Jinja,cereals and tubers,Beans,KG,UGX,Retail,3600.94,0.9732,3.8544,30.4456
2025-09-01,Uganda,Jinja,cereals and tubers,Beans,KG,UGX,Retail,3619.73,0.9783,0.8538,30.2783
2025-10-01,Uganda,Jinja,cereals and tubers,Beans,KG,UGX,Retail,3546.38,0.9585,0.9185,32.4815
2025-11-01,Uganda,Jinja,cereals and tubers,Beans,KG,UGX,Retail,3068.31,0.8293,1.06,34.9173
2025-12-01,Uganda,Jinja,cereals and tubers,Beans,KG,UGX,Retail,2833.21,0.7657,-1.4497,30.9096
2026-01-01,Uganda,Jinja,cereals and tubers,Beans,KG,UGX,Retail,2607.97,0.7049,4.1377,30.7367
2026-02-01,Uganda,Jinja,cereals and tubers,Beans,KG,UGX,Retail,2624.75,0.7094,-1.0616,32.7182
2026-03-01,Uganda,Jinja,cereals and tubers,Beans,KG,UGX,Retail,2641.64,0.714,3.1664,34.6737
2026-04-01,Uganda,Jinja,cereals and tubers,Beans,KG,UGX,Retail,2734.0,0.7389,1.1375,30.151
2026-05-01,Uganda,Jinja,cereals and tubers,Beans,KG,UGX,Retail,2836.74,0.7667,-1.1289,31.0286
2026-06-01,Uganda,Jinja,cereals and tubers,Beans,KG,UGX,Retail,3523.55,0.9523,-1.2458,34.2384
2026-07-01,Uganda,Jinja,cereals and tubers,Beans,KG,UGX,Retail,4126.59,1.1153,1.5153,32.0414
2018-01-01,Uganda,Jinja,cereals and tubers,Rice,KG,UGX,Retail,3893.04,1.0522,-0.3654,30.5703
2018-02-01,Uganda,Jinja,cereals and tubers,Rice,KG,UGX,Retail,3527.15,0.9533,2.6366,33.3756
2018-03-01,Uganda,Jinja,cereals and tubers,Rice,KG,UGX,Retail,3514.99,0.95,-0.0182,34.1354
2018-04-01,Uganda,Jinja,cereals and tubers,Rice,KG,UGX,Retail,3595.45,0.9717,1.9325,31.1979
2018-05-01,Uganda,Jinja,cereals and tubers,Rice,KG,UGX,Retail,4012.29,1.0844,3.8954,33.5299
2018-06-01,Uganda,Jinja,cereals and tubers,Rice,KG,UGX,Retail,4519.28,1.2214,3.8449,32.7448
2018-07-01,Uganda,Jinja,cereals and tubers,Rice,KG,UGX,Retail,4705.66,1.2718,0.7637,33.5172
2018-08-01,Uganda,Jinja,cereals and tubers,Rice,KG,UGX,Retail,5022.86,1.3575,1.7988,33.4367
